id,A,B,C,D,E,F,G,H,I,J
TEST_00516,0,1,0,0,1,0,0,1,0,0
TEST_00517,0,0,1,0,1,1,0,1,0,0
TEST_00518,0,0,0,1,0,0,0,1,1,0
TEST_00519,0,1,1,1,1,1,0,0,0,0
TEST_00520,1,0,0,0,1,0,1,1,1,0
TEST_00521,1,0,0,0,0,1,0,0,0,1
TEST_00522,1,0,0,0,1,0,1,0,0,0
TEST_00523,1,1,1,1,0,1,1,0,1,0
TEST_00524,0,1,0,1,0,0,0,1,1,1
TEST_00525,0,0,0,0,0,1,0,0,1,0
TEST_00526,0,1,0,1,1,0,0,1,1,0
TEST_00527,1,1,0,1,0,1,1,1,1,1
TEST_00528,0,0,1,0,1,0,0,0,0,1
TEST_00529,0,0,0,0,1,0,1,0,0,1
TEST_00530,0,1,1,0,0,1,0,1,1,0
TEST_00531,1,0,1,1,1,0,0,0,1,0
TEST_00532,0,0,0,1,1,0,1,0,0,0
TEST_00533,0,0,0,0,0,0,0,0,0,0
TEST_00534,0,0,0,1,0,0,0,0,0,0
TEST_00535,0,1,1,0,1,0,0,0,1,0
TEST_00536,0,1,1,0,1,1,1,1,1,1
TEST_00537,0,1,1,1,0,0,1,0,0,0
TEST_00538,0,1,0,0,1,1,0,0,0,0
TEST_00539,0,0,1,0,1,0,0,0,0,0
TEST_00540,0,0,0,1,0,0,0,1,1,0
TEST_00541,1,0,1,0,1,0,0,1,1,0
TEST_00542,0,1,0,0,1,0,1,0,1,0
TEST_00543,1,0,0,0,1,0,0,1,1,0
TEST_00544,0,0,0,0,0,0,0,0,0,0
TEST_00545,0,0,1,0,1,0,0,0,1,0
TEST_00546,0,1,0,0,1,1,0,1,1,0
TEST_00547,0,0,0,0,0,0,0,0,0,0
TEST_00548,0,0,0,1,0,0,0,0,0,0
TEST_00549,1,1,0,0,0,0,1,0,0,1
TEST_00550,1,0,1,0,0,1,1,1,0,0
TEST_00551,0,0,0,1,0,0,1,1,0,0
TEST_00552,0,1,1,0,1,0,0,1,0,0
TEST_00553,0,0,0,1,1,0,0,0,0,0
TEST_00554,1,1,1,0,0,0,0,0,1,0
TEST_00555,0,1,0,1,1,1,0,1,0,0
TEST_00556,0,1,1,0,1,1,1,0,0,0
TEST_00557,1,0,0,0,1,0,1,0,0,0
TEST_00558,1,0,1,1,0,0,0,1,0,1
TEST_00559,0,1,1,0,0,0,0,1,0,0
TEST_00560,0,0,0,1,1,0,0,1,1,1
TEST_00561,0,0,0,0,0,0,0,0,1,0
TEST_00562,1,0,1,1,0,0,1,1,0,0
TEST_00563,0,0,0,0,0,0,0,0,0,0
TEST_00564,0,0,1,0,0,1,0,0,0,0
TEST_00565,0,0,0,1,1,0,0,0,0,0
TEST_00566,0,0,1,0,1,1,0,0,0,1
TEST_00567,1,1,1,1,0,0,0,0,0,0
TEST_00568,1,0,0,1,1,1,1,0,1,0
TEST_00569,0,1,1,0,0,0,0,1,0,1
TEST_00570,0,1,0,0,0,0,1,0,1,1
TEST_00571,1,1,0,0,0,0,0,1,0,0
TEST_00572,0,1,0,0,0,0,0,0,0,0
TEST_00573,0,0,0,0,0,0,1,0,0,0
TEST_00574,0,0,0,1,0,0,0,1,0,0
TEST_00575,0,1,1,0,0,0,0,0,0,1
TEST_00576,1,0,0,0,1,1,0,1,0,0
TEST_00577,0,1,0,1,1,1,0,0,0,0
TEST_00578,1,1,0,1,1,0,1,1,1,0
TEST_00579,0,0,0,1,1,0,0,0,0,0
TEST_00580,0,0,1,0,0,0,0,0,0,0
TEST_00581,0,1,1,0,0,1,0,0,0,0
TEST_00582,0,0,0,0,0,1,0,0,1,1
TEST_00583,1,0,1,0,0,0,0,1,0,0
TEST_00584,0,0,0,1,0,0,0,0,1,0
TEST_00585,0,1,1,0,0,0,0,0,0,1
TEST_00586,0,1,0,0,1,1,0,0,0,0
TEST_00587,0,0,0,1,0,1,1,1,1,0
TEST_00588,1,1,1,0,0,1,0,0,1,0
TEST_00589,1,0,0,1,1,0,1,0,0,0
TEST_00590,1,0,0,0,1,1,1,1,0,0
TEST_00591,0,0,1,0,0,0,0,0,0,0
TEST_00592,0,1,1,0,1,0,0,0,0,1
TEST_00593,1,0,1,1,0,0,0,0,1,0
TEST_00594,1,0,1,1,0,1,1,1,0,0
TEST_00595,1,1,0,1,0,1,1,0,0,0
TEST_00596,0,0,0,1,0,0,0,1,0,0
TEST_00597,0,0,0,1,1,1,0,0,0,0
TEST_00598,0,0,1,0,0,1,0,0,0,0
TEST_00599,1,1,1,1,0,0,1,1,0,0
TEST_00600,0,1,1,0,1,1,0,1,0,1
TEST_00601,0,0,0,0,1,0,0,0,0,0
TEST_00602,0,0,0,0,0,0,0,0,1,0
TEST_00603,0,1,0,0,0,0,0,0,0,0
TEST_00604,1,0,1,0,0,0,0,1,0,0
TEST_00605,0,1,0,1,0,0,0,0,1,0
TEST_00606,1,0,1,1,0,1,0,0,0,1
TEST_00607,0,1,0,0,0,1,0,0,1,0
TEST_00608,1,1,0,1,0,1,0,0,1,1
TEST_00609,0,0,1,1,0,1,0,0,1,0
TEST_00610,1,1,0,0,1,1,0,0,1,1
TEST_00611,1,0,0,1,1,1,0,1,0,0
TEST_00612,1,1,1,0,1,0,0,0,1,1
TEST_00613,0,0,0,1,0,1,1,0,1,0
TEST_00614,0,1,0,0,1,0,0,0,0,0
TEST_00615,1,0,0,1,0,0,0,0,1,0
TEST_00616,0,1,1,0,1,1,1,0,1,0
TEST_00617,1,0,0,0,0,1,0,0,1,0
TEST_00618,0,1,1,0,0,0,0,0,0,0
TEST_00619,0,0,0,0,1,0,0,1,0,0
TEST_00620,0,1,1,0,1,1,0,1,0,0
TEST_00621,1,1,0,0,0,0,1,0,1,1
TEST_00622,0,0,1,0,0,1,1,1,0,0
TEST_00623,0,1,0,0,1,0,1,1,0,0
TEST_00624,0,1,0,1,1,0,0,0,0,0
TEST_00625,0,0,0,1,0,1,0,0,0,0
TEST_00626,0,0,0,0,0,0,0,0,0,0
TEST_00627,0,1,0,0,1,1,0,1,0,0
TEST_00628,0,1,0,0,1,0,0,1,0,1
TEST_00629,0,0,0,0,1,1,0,0,1,0
TEST_00630,0,1,0,1,0,0,0,0,0,0
TEST_00631,1,0,1,0,0,0,0,1,0,0
TEST_00632,1,1,1,0,0,1,0,1,1,0
TEST_00633,0,1,1,1,1,1,0,0,0,1
TEST_00634,0,0,0,1,0,0,0,0,0,0
TEST_00635,0,1,1,0,1,1,0,0,1,0
TEST_00636,1,0,1,1,1,0,1,1,1,0
TEST_00637,1,0,0,0,1,1,0,0,0,0
TEST_00638,0,0,0,1,0,0,0,0,1,0
TEST_00639,0,1,0,1,0,0,1,1,0,0
TEST_00640,1,0,0,1,0,1,0,0,1,0
TEST_00641,1,0,0,0,1,1,0,0,0,0
TEST_00642,0,0,0,0,0,0,0,0,1,0
TEST_00643,0,1,0,1,1,0,0,1,0,1
TEST_00644,0,1,0,1,0,0,0,1,1,0
TEST_00645,0,1,0,1,0,0,0,1,1,1
TEST_00646,0,1,1,0,0,0,0,0,1,1
TEST_00647,0,0,0,0,1,0,0,0,0,0
TEST_00648,0,1,0,1,0,0,0,1,0,1
TEST_00649,1,0,0,0,0,0,1,0,0,1
TEST_00650,1,0,0,0,0,0,1,0,0,1
TEST_00651,0,1,0,1,0,0,0,1,0,1
TEST_00652,0,0,0,1,0,1,0,0,0,1
TEST_00653,1,0,0,1,0,0,0,0,0,0
TEST_00654,0,0,0,0,0,1,1,0,1,0
TEST_00655,0,1,0,0,1,1,0,1,0,0
TEST_00656,0,0,1,0,1,1,0,0,0,1
TEST_00657,0,1,0,1,1,1,1,0,1,0
TEST_00658,0,1,1,0,1,1,0,0,0,1
TEST_00659,0,1,1,1,0,0,1,1,0,0
TEST_00660,1,1,1,1,1,0,0,0,1,0
TEST_00661,1,0,1,0,0,1,0,0,0,0
TEST_00662,1,0,0,1,1,1,0,1,0,0
TEST_00663,1,0,0,1,1,0,0,1,1,1
TEST_00664,0,1,0,0,0,0,0,1,0,1
TEST_00665,0,0,1,1,1,0,0,0,0,0
TEST_00666,0,0,1,1,1,0,0,1,0,1
TEST_00667,1,1,1,0,0,1,0,0,1,0
TEST_00668,1,1,1,0,0,0,0,0,1,0
TEST_00669,0,0,1,1,0,1,0,0,0,1
TEST_00670,0,0,1,0,1,1,0,1,0,0
TEST_00671,1,0,0,0,0,0,1,0,0,1
TEST_00672,0,0,1,0,1,0,0,0,1,0
TEST_00673,0,1,0,0,0,1,0,0,1,0
TEST_00674,1,0,0,0,0,1,0,1,0,0
TEST_00675,0,1,0,1,1,1,0,1,0,1
TEST_00676,0,1,0,0,0,1,1,0,1,1
TEST_00677,1,1,1,0,1,0,1,0,0,1
TEST_00678,0,0,1,1,0,0,1,0,0,0
TEST_00679,0,1,1,0,1,0,0,1,1,1
TEST_00680,0,1,0,0,1,1,0,0,1,1
TEST_00681,1,0,0,0,1,0,1,0,0,0
TEST_00682,0,1,1,0,0,0,0,1,1,1
TEST_00683,0,0,0,0,0,0,0,0,1,0
TEST_00684,1,0,0,1,0,0,0,0,0,1
TEST_00685,0,1,0,0,0,0,0,0,1,1
TEST_00686,0,1,1,0,1,1,0,1,1,0
TEST_00687,0,0,1,0,0,0,1,0,0,0
TEST_00688,0,1,1,1,0,1,0,0,0,0
TEST_00689,0,1,1,0,0,1,0,1,0,0
TEST_00690,1,0,1,1,1,0,1,0,0,0
TEST_00691,0,0,0,1,1,0,0,0,0,0
TEST_00692,0,1,1,0,0,1,0,0,1,1
TEST_00693,0,1,1,1,1,0,0,0,0,1
TEST_00694,0,1,0,1,1,0,1,1,0,1
TEST_00695,0,1,1,0,1,0,0,1,1,0
TEST_00696,0,1,0,0,1,1,0,0,0,0
TEST_00697,1,0,0,1,1,0,0,1,0,0
TEST_00698,1,0,0,0,0,0,1,1,1,0
TEST_00699,0,0,1,0,0,1,0,0,0,0
TEST_00700,0,1,0,0,1,1,0,1,1,1
TEST_00701,1,0,1,1,0,0,0,1,1,0
TEST_00702,0,0,1,0,1,0,0,1,0,0
TEST_00703,0,0,0,1,1,1,0,1,0,0
TEST_00704,0,1,1,1,1,0,1,1,1,1
TEST_00705,1,0,1,0,0,1,0,0,1,1
TEST_00706,1,0,0,0,0,0,1,0,0,1
TEST_00707,0,0,1,0,1,1,1,1,0,1
TEST_00708,0,0,1,0,0,0,0,1,0,0
TEST_00709,0,1,0,1,0,1,0,1,0,1
TEST_00710,1,1,1,0,0,0,0,0,1,0
TEST_00711,0,1,1,0,1,0,0,1,1,1
TEST_00712,0,0,0,0,0,0,0,0,0,1
TEST_00713,0,0,0,0,1,0,0,0,0,0
TEST_00714,0,1,1,0,1,0,1,1,1,0
TEST_00715,0,0,1,1,1,0,1,0,0,0
TEST_00716,0,0,0,0,1,0,0,0,0,0
TEST_00717,1,0,0,0,1,0,0,0,0,0
TEST_00718,1,1,0,0,0,0,0,0,1,0
TEST_00719,0,0,0,1,1,0,0,1,1,0
TEST_00720,1,0,1,0,1,1,0,0,0,0
TEST_00721,1,0,0,0,1,0,0,0,0,0
TEST_00722,1,0,0,1,1,0,1,1,1,0
TEST_00723,0,1,0,1,0,1,0,0,1,0
TEST_00724,1,0,1,1,0,1,0,0,0,1
TEST_00725,1,0,0,0,1,0,0,1,0,0
TEST_00726,1,1,0,0,0,1,1,0,0,0
TEST_00727,1,0,1,1,1,0,1,0,1,1
TEST_00728,0,0,0,1,0,0,0,0,1,0
TEST_00729,0,1,0,0,0,0,0,0,0,1
TEST_00730,0,1,1,0,1,1,0,0,1,0
TEST_00731,1,0,0,1,1,0,1,0,0,0
TEST_00732,0,0,0,0,1,0,0,0,0,1
TEST_00733,0,1,0,1,1,0,0,1,1,0
TEST_00734,1,0,1,1,1,1,0,0,1,0
TEST_00735,0,1,1,1,1,0,0,1,0,1
TEST_00736,1,0,0,0,0,0,0,1,0,0
TEST_00737,0,1,0,1,0,1,0,1,0,0
TEST_00738,0,1,1,0,0,1,1,0,0,0
TEST_00739,1,1,1,0,0,0,0,0,1,1
TEST_00740,0,1,1,1,1,1,0,0,1,0
TEST_00741,0,1,0,0,0,0,0,0,1,0
TEST_00742,0,0,0,1,0,0,0,1,0,0
TEST_00743,1,1,0,0,0,1,0,1,1,0
TEST_00744,0,0,1,0,0,1,0,0,0,0
TEST_00745,0,0,0,1,0,0,1,0,0,0
TEST_00746,1,1,1,1,1,0,1,0,1,0
TEST_00747,1,1,1,1,1,1,0,0,1,0
TEST_00748,1,1,0,1,1,1,0,1,1,0
TEST_00749,0,1,0,1,0,0,0,0,1,1
TEST_00750,0,0,0,1,0,1,1,0,0,1
TEST_00751,0,1,0,0,0,0,0,0,0,1
TEST_00752,0,1,0,1,0,0,0,1,1,0
TEST_00753,1,0,1,1,0,1,0,0,1,0
TEST_00754,1,0,0,1,1,0,0,1,0,0
TEST_00755,1,0,1,1,1,0,1,0,0,0
TEST_00756,0,1,0,0,1,1,1,1,1,0
TEST_00757,0,1,1,1,0,0,1,1,0,0
TEST_00758,0,1,0,1,0,1,0,1,1,0
TEST_00759,0,1,1,0,0,0,1,0,0,0
TEST_00760,1,0,0,1,0,0,0,0,1,0
TEST_00761,1,0,1,0,0,0,0,0,1,0
TEST_00762,1,0,1,0,1,1,0,1,1,0
TEST_00763,1,1,0,0,0,0,0,0,1,0
TEST_00764,0,1,0,1,0,0,1,0,0,0
TEST_00765,1,0,0,1,1,1,1,0,1,0
TEST_00766,0,1,1,1,0,0,1,1,0,0
TEST_00767,0,0,0,0,0,1,0,0,0,1
TEST_00768,1,1,0,0,0,0,1,0,0,1
TEST_00769,0,1,1,0,0,0,0,1,0,1
TEST_00770,0,0,0,1,0,0,0,0,1,0
TEST_00771,1,0,0,1,0,0,0,1,0,1
TEST_00772,0,1,1,1,0,1,0,1,1,1
TEST_00773,0,0,0,0,1,0,0,0,0,1
TEST_00774,0,0,0,0,1,1,0,0,0,1
TEST_00775,0,1,0,1,0,0,0,1,1,0
TEST_00776,0,0,0,0,0,0,0,0,0,1
TEST_00777,0,0,1,0,1,0,0,0,0,1
TEST_00778,1,1,1,1,1,1,0,1,1,1
TEST_00779,0,1,0,0,0,0,0,0,1,0
TEST_00780,1,0,1,1,0,0,0,0,1,0
TEST_00781,1,0,0,1,1,1,1,0,1,0
TEST_00782,1,1,1,1,1,0,0,0,0,1
TEST_00783,0,0,1,1,0,0,1,0,0,0
TEST_00784,0,0,0,1,1,0,0,0,0,0
TEST_00785,0,1,0,0,0,1,1,0,1,0
TEST_00786,0,0,1,0,0,1,0,0,0,0
TEST_00787,0,1,0,0,0,0,0,0,0,1
TEST_00788,1,0,1,1,1,0,0,1,0,1
TEST_00789,0,1,0,0,1,1,0,1,1,0
TEST_00790,1,1,0,1,1,1,1,0,1,0
TEST_00791,1,1,0,0,1,1,1,0,0,1
TEST_00792,1,1,1,1,0,0,0,1,0,0
TEST_00793,1,0,0,0,0,0,0,0,0,0
TEST_00794,0,0,1,0,0,0,0,0,0,1
TEST_00795,1,0,1,1,0,1,1,1,0,0
TEST_00796,0,0,1,1,1,1,0,0,1,0
TEST_00797,0,0,0,1,0,0,1,0,0,1
TEST_00798,0,1,0,1,1,1,0,1,0,0
TEST_00799,0,0,0,0,1,0,0,0,0,1
TEST_00800,0,1,0,1,1,0,0,0,1,0
TEST_00801,0,0,1,1,0,0,1,0,0,0
TEST_00802,0,1,1,0,1,0,0,1,1,1
TEST_00803,0,1,1,1,0,0,1,0,0,1
TEST_00804,0,0,0,1,1,0,1,0,0,0
TEST_00805,1,0,0,0,1,0,1,0,0,0
TEST_00806,1,1,1,1,1,1,1,1,1,0
TEST_00807,0,1,1,0,1,1,0,0,0,0
TEST_00808,0,1,0,0,1,1,0,0,0,1
TEST_00809,0,1,1,1,0,0,0,1,0,1
TEST_00810,0,1,1,1,1,0,0,0,0,1
TEST_00811,0,1,0,1,0,0,1,0,0,0
TEST_00812,0,0,1,0,0,0,0,0,1,0
TEST_00813,0,0,1,0,1,0,0,1,0,0
TEST_00814,1,0,0,0,0,0,0,1,1,0
TEST_00815,0,0,1,1,1,1,0,0,0,0
TEST_00816,0,0,1,0,0,0,0,0,0,1
TEST_00817,1,1,1,0,0,0,0,1,0,0
TEST_00818,1,1,0,1,0,0,1,1,0,0
TEST_00819,0,0,0,1,0,0,1,0,1,0
TEST_00820,0,0,0,0,1,0,0,0,0,1
TEST_00821,0,1,0,1,0,0,0,0,1,0
TEST_00822,1,1,0,0,0,0,0,0,1,1
TEST_00823,1,0,0,1,0,0,0,0,0,0
TEST_00824,0,0,1,0,0,1,1,0,0,0
TEST_00825,1,0,0,0,1,0,0,1,0,0
TEST_00826,1,1,0,0,0,0,0,1,1,1
TEST_00827,0,0,1,1,0,0,0,0,0,0
TEST_00828,0,0,0,0,1,1,0,0,0,1
TEST_00829,0,1,0,0,0,0,0,0,0,1
TEST_00830,0,0,1,0,1,1,0,1,0,0
TEST_00831,1,0,0,0,0,1,0,0,0,0
TEST_00832,0,1,1,1,1,1,0,0,0,0
TEST_00833,0,1,1,1,1,0,0,0,1,0
TEST_00834,1,1,1,0,1,1,1,0,0,0
TEST_00835,0,1,1,1,1,1,0,0,1,1
TEST_00836,1,1,1,1,0,1,0,0,1,0
TEST_00837,0,0,0,1,0,0,0,0,0,1
TEST_00838,1,1,0,0,0,1,0,0,1,1
TEST_00839,0,0,0,0,0,0,0,1,0,1
TEST_00840,1,1,1,1,1,0,0,0,0,1
TEST_00841,0,1,1,0,0,0,1,0,0,0
TEST_00842,0,0,0,1,0,1,0,1,0,0
TEST_00843,0,0,0,0,1,0,1,0,0,0
TEST_00844,0,1,0,1,0,0,1,1,1,1
TEST_00845,1,0,1,0,0,0,0,1,1,1
TEST_00846,0,0,0,0,0,1,0,0,0,1
TEST_00847,0,1,0,0,0,0,0,0,1,1
TEST_00848,1,0,1,0,1,0,1,0,0,0
TEST_00849,1,1,1,0,0,1,0,1,1,0
TEST_00850,0,1,0,0,0,0,0,0,1,0
TEST_00851,1,1,0,0,0,1,1,1,1,1
TEST_00852,0,1,0,1,0,0,0,0,0,1
TEST_00853,0,1,1,1,1,1,1,0,0,0
TEST_00854,1,0,1,0,0,0,0,0,1,0
TEST_00855,0,1,0,0,0,0,0,0,0,1
TEST_00856,1,0,1,0,0,0,1,0,1,0
TEST_00857,1,0,0,0,1,0,0,1,1,0
TEST_00858,0,0,0,0,1,0,0,0,0,1
TEST_00859,0,0,0,0,1,1,1,0,0,0
TEST_00860,0,0,0,1,0,0,0,0,1,1
TEST_00861,0,1,0,1,0,1,1,1,1,0
TEST_00862,1,0,0,0,0,1,0,1,0,0
TEST_00863,0,1,1,0,1,1,0,1,0,1
TEST_00864,0,0,0,0,1,1,0,0,0,0
TEST_00865,0,1,0,1,1,1,1,0,1,0
TEST_00866,1,0,1,1,0,1,0,0,0,0
TEST_00867,1,0,1,1,0,0,0,0,1,0
TEST_00868,0,1,0,0,0,0,1,0,0,1
TEST_00869,0,1,0,1,1,0,1,0,0,0
TEST_00870,0,1,0,1,1,1,0,0,1,0
TEST_00871,0,0,0,1,1,1,1,0,0,0
TEST_00872,1,0,1,1,1,1,0,0,0,1
TEST_00873,0,1,1,0,0,0,0,0,0,0
TEST_00874,0,0,1,0,0,1,0,0,1,0
TEST_00875,0,0,1,0,1,0,0,1,0,0
TEST_00876,1,0,1,0,1,0,0,0,0,0
TEST_00877,0,0,0,0,0,0,1,0,1,0
TEST_00878,1,0,1,0,0,0,1,0,0,0
TEST_00879,0,0,0,0,0,0,0,0,0,1
TEST_00880,1,0,1,0,0,0,0,0,0,1
TEST_00881,1,1,1,1,0,1,0,1,0,1
TEST_00882,0,1,0,0,0,0,0,0,1,1
TEST_00883,0,1,0,1,1,0,1,0,0,1
TEST_00884,1,1,0,0,1,0,1,0,1,1
TEST_00885,0,1,1,0,0,0,1,0,0,0
TEST_00886,0,0,1,1,0,0,1,0,1,0
TEST_00887,0,1,0,1,1,0,0,1,1,1
TEST_00888,0,0,1,1,0,0,1,0,0,0
TEST_00889,1,0,0,1,1,1,0,0,1,0
TEST_00890,0,1,1,1,1,1,0,0,1,0
TEST_00891,0,1,1,0,0,0,1,1,1,0
TEST_00892,0,0,0,1,0,0,0,0,0,1
TEST_00893,0,1,0,0,1,0,0,0,0,0
TEST_00894,1,0,1,0,0,0,1,0,1,0
TEST_00895,1,0,0,1,1,0,0,1,0,1
TEST_00896,0,1,0,0,0,1,0,0,1,0
TEST_00897,0,1,0,0,0,0,1,0,1,0
TEST_00898,1,0,1,1,1,0,0,0,0,1
TEST_00899,0,1,0,0,1,1,1,1,0,0
TEST_00900,0,1,0,0,0,0,1,1,1,0
TEST_00901,0,1,1,0,1,0,0,1,1,0
TEST_00902,0,0,0,0,1,1,0,1,0,0
TEST_00903,0,0,0,0,0,0,0,0,0,0
TEST_00904,1,0,1,1,0,0,0,0,1,0
TEST_00905,0,0,0,0,0,1,0,0,0,0
TEST_00906,1,0,1,0,1,0,0,1,1,1
TEST_00907,0,1,0,0,0,0,1,1,1,1
TEST_00908,1,1,1,0,0,1,0,0,0,0
TEST_00909,0,1,0,0,1,1,1,0,0,0
TEST_00910,0,0,0,0,1,0,1,0,0,0
TEST_00911,1,0,0,0,1,0,0,0,1,0
TEST_00912,1,1,1,1,0,0,1,1,0,1
TEST_00913,0,0,1,1,0,0,0,0,0,0
TEST_00914,0,0,0,0,0,0,0,0,1,1
TEST_00915,0,0,0,1,0,0,0,0,0,0
TEST_00916,1,0,1,0,1,0,0,0,0,0
TEST_00917,1,1,0,0,1,0,0,0,1,1
TEST_00918,0,1,0,0,0,0,0,0,1,0
TEST_00919,0,0,0,0,1,0,1,0,0,0
TEST_00920,1,0,1,0,1,0,0,1,1,0
TEST_00921,1,0,0,1,0,0,0,1,0,0
TEST_00922,1,0,0,1,1,0,0,1,1,0
TEST_00923,0,0,1,0,0,1,0,0,1,0
TEST_00924,0,0,1,1,0,0,0,0,1,0
TEST_00925,1,1,1,0,1,0,1,0,0,1
TEST_00926,1,1,1,1,1,0,0,1,0,1
TEST_00927,0,0,1,0,0,0,0,0,0,1
TEST_00928,0,0,1,1,1,0,0,0,1,0
TEST_00929,0,0,1,1,1,0,0,0,0,1
TEST_00930,0,1,0,1,0,0,0,1,1,0
TEST_00931,0,0,0,1,0,1,1,0,0,0
TEST_00932,0,1,1,1,0,1,0,1,0,0
TEST_00933,1,0,0,1,0,0,1,1,0,1
TEST_00934,0,0,0,0,0,0,0,0,1,0
TEST_00935,0,0,1,0,1,1,1,0,1,0
TEST_00936,0,1,0,1,0,0,0,1,1,0
TEST_00937,0,1,0,0,0,1,0,1,1,0
TEST_00938,1,0,0,0,0,0,0,0,0,0
TEST_00939,0,1,0,1,0,0,0,0,1,0
TEST_00940,1,1,0,1,0,0,1,0,1,0
TEST_00941,0,0,0,1,0,1,0,0,0,0
TEST_00942,1,1,1,0,0,1,1,0,0,1
TEST_00943,1,0,0,1,0,0,0,1,0,0
TEST_00944,0,0,1,0,1,1,1,0,0,0
TEST_00945,0,0,1,1,0,1,1,0,0,0
TEST_00946,0,0,1,0,0,1,0,0,0,0
TEST_00947,0,0,1,1,0,0,1,0,0,0
TEST_00948,1,1,0,0,0,1,0,1,0,0
TEST_00949,0,1,1,0,1,1,0,0,1,0
TEST_00950,0,0,1,1,0,0,0,1,0,1
TEST_00951,0,1,0,1,0,0,0,1,1,0
TEST_00952,0,1,1,1,1,0,1,0,0,1
TEST_00953,1,0,1,1,0,0,0,1,1,0
TEST_00954,0,1,1,0,0,0,1,1,0,0
TEST_00955,1,0,1,1,0,1,0,0,1,1
TEST_00956,1,1,0,0,0,0,0,1,0,1
TEST_00957,0,0,0,1,0,0,0,0,1,0
TEST_00958,0,1,1,1,0,0,0,1,1,0
TEST_00959,0,1,0,1,0,0,0,0,1,1
TEST_00960,0,1,1,0,0,0,0,0,0,0
TEST_00961,1,0,0,1,0,0,0,0,0,1
TEST_00962,0,0,0,1,1,0,1,0,0,0
TEST_00963,0,0,0,0,0,0,0,0,1,0
TEST_00964,0,0,1,0,0,0,0,0,1,0
TEST_00965,0,1,1,0,0,1,0,0,0,0
TEST_00966,0,1,0,0,0,0,0,0,0,0
TEST_00967,1,0,0,0,1,1,1,0,0,0
TEST_00968,1,1,0,0,0,0,0,0,0,1
TEST_00969,0,1,0,0,1,0,0,0,0,1
TEST_00970,1,0,0,1,0,1,0,0,1,1
TEST_00971,0,1,1,1,1,1,0,0,0,0
TEST_00972,1,0,0,1,0,0,0,0,0,0
TEST_00973,1,0,1,1,0,0,0,1,0,0
TEST_00974,0,0,1,0,0,0,1,0,0,0
TEST_00975,1,1,1,0,1,1,0,0,0,1
TEST_00976,1,1,1,1,1,0,1,0,0,0
TEST_00977,1,0,1,0,1,0,0,1,1,0
TEST_00978,0,0,1,1,1,1,1,1,0,0
TEST_00979,0,1,1,1,0,0,1,0,0,0
TEST_00980,0,1,0,0,0,1,0,0,1,0
TEST_00981,0,1,0,0,0,0,0,0,0,0
TEST_00982,1,0,1,0,1,0,0,0,1,1
TEST_00983,1,1,0,0,0,1,0,0,1,0
TEST_00984,0,1,1,1,1,1,1,0,0,0
TEST_00985,0,1,1,0,0,0,0,0,0,0
TEST_00986,0,0,1,1,1,1,0,0,0,1
TEST_00987,0,1,0,1,1,0,0,1,0,0
TEST_00988,0,1,1,0,1,1,1,0,0,0
TEST_00989,1,0,0,0,0,0,1,0,0,1
TEST_00990,0,1,0,1,0,1,0,1,1,0
TEST_00991,1,0,0,0,0,1,0,0,0,0
TEST_00992,0,1,1,1,0,0,0,0,0,0
TEST_00993,0,1,0,0,0,0,0,1,0,1
TEST_00994,0,1,1,0,1,1,1,0,0,0
TEST_00995,1,1,0,1,0,0,0,1,0,1
TEST_00996,1,0,0,1,0,1,0,1,0,0
TEST_00997,1,1,0,0,1,1,0,1,0,1
TEST_00998,0,1,0,0,1,1,0,1,0,0
TEST_00999,0,1,0,0,1,0,1,1,1,0
TEST_01000,0,0,0,0,0,0,1,0,1,1
TEST_01001,0,1,1,1,0,1,0,1,0,1
TEST_01002,1,0,1,1,1,1,0,0,1,0
TEST_01003,1,1,0,1,1,0,0,1,1,0
TEST_01004,0,0,0,0,0,0,0,1,0,1
TEST_01005,1,0,1,1,1,0,0,1,0,1
TEST_01006,1,1,1,0,0,1,0,1,1,0
TEST_01007,0,1,1,0,0,0,0,1,0,0
TEST_01008,0,1,1,1,1,1,0,0,0,0
TEST_01009,0,1,0,1,0,0,0,1,1,0
TEST_01010,1,0,0,1,1,1,0,1,0,0
TEST_01011,0,1,0,1,0,1,0,1,0,0
TEST_01012,0,0,0,0,1,1,0,1,0,1
TEST_01013,0,0,0,0,1,1,0,0,1,0
TEST_01014,0,0,0,1,0,0,1,0,0,0
TEST_01015,0,1,0,1,0,0,1,1,0,0
TEST_01016,0,1,1,1,1,0,0,0,0,1
TEST_01017,0,1,0,1,0,1,0,0,1,0
TEST_01018,1,1,0,1,0,0,1,0,1,1
TEST_01019,0,1,0,0,1,0,0,0,1,0
TEST_01020,0,0,0,1,0,0,0,0,0,0
TEST_01021,0,1,0,1,1,0,0,1,0,1
TEST_01022,0,0,0,0,1,0,0,0,1,0
TEST_01023,1,0,0,0,1,0,0,0,0,0
TEST_01024,1,0,0,1,1,0,0,0,0,1
TEST_01025,1,1,1,0,1,0,0,0,1,1
TEST_01026,0,1,0,0,0,0,1,0,1,0
TEST_01027,0,0,0,1,1,1,1,0,0,0
TEST_01028,0,1,1,1,1,0,0,0,0,0
TEST_01029,0,1,1,1,0,0,1,0,0,0
TEST_01030,0,1,0,0,0,1,1,0,1,0
TEST_01031,0,0,1,0,0,0,0,0,0,0
TEST_01032,0,0,0,0,1,0,0,0,0,0
