id,A,B,C,D,E,F,G,H,I,J
TEST_00516,1,1,1,1,1,1,1,1,1,1
TEST_00517,1,1,1,1,1,1,1,1,1,1
TEST_00518,1,1,1,1,1,1,1,1,1,1
TEST_00519,1,1,1,1,1,1,1,1,1,1
TEST_00520,1,1,1,1,1,1,1,1,1,1
TEST_00521,1,1,1,1,1,1,1,1,1,1
TEST_00522,1,1,1,1,1,1,1,1,1,1
TEST_00523,1,1,1,1,1,1,1,1,1,1
TEST_00524,1,1,1,1,1,1,1,1,1,1
TEST_00525,1,1,1,1,1,1,1,1,1,1
TEST_00526,1,1,1,1,1,1,1,1,1,1
TEST_00527,1,1,1,1,1,1,1,1,1,1
TEST_00528,1,1,1,1,1,1,1,1,1,1
TEST_00529,1,1,1,1,1,1,1,1,1,1
TEST_00530,1,1,1,1,1,1,1,1,1,1
TEST_00531,1,1,1,1,1,1,1,1,1,1
TEST_00532,1,1,1,1,1,1,1,1,1,1
TEST_00533,1,1,1,1,1,1,1,1,1,1
TEST_00534,1,1,1,1,1,1,1,1,1,1
TEST_00535,1,1,1,1,1,1,1,1,1,1
TEST_00536,1,1,1,1,1,1,1,1,1,1
TEST_00537,1,1,1,1,1,1,1,1,1,1
TEST_00538,1,1,1,1,1,1,1,1,1,1
TEST_00539,1,1,1,1,1,1,1,1,1,1
TEST_00540,1,1,1,1,1,1,1,1,1,1
TEST_00541,1,1,1,1,1,1,1,1,1,1
TEST_00542,1,1,1,1,1,1,1,1,1,1
TEST_00543,1,1,1,1,1,1,1,1,1,1
TEST_00544,1,1,1,1,1,1,1,1,1,1
TEST_00545,1,1,1,1,1,1,1,1,1,1
TEST_00546,1,1,1,1,1,1,1,1,1,1
TEST_00547,1,1,1,1,1,1,1,1,1,1
TEST_00548,1,1,1,1,1,1,1,1,1,1
TEST_00549,1,1,1,1,1,1,1,1,1,1
TEST_00550,1,1,1,1,1,1,1,1,1,1
TEST_00551,1,1,1,1,1,1,1,1,1,1
TEST_00552,1,1,1,1,1,1,1,1,1,1
TEST_00553,1,1,1,1,1,1,1,1,1,1
TEST_00554,1,1,1,1,1,1,1,1,1,1
TEST_00555,1,1,1,1,1,1,1,1,1,1
TEST_00556,1,1,1,1,1,1,1,1,1,1
TEST_00557,1,1,1,1,1,1,1,1,1,1
TEST_00558,1,1,1,1,1,1,1,1,1,1
TEST_00559,1,1,1,1,1,1,1,1,1,1
TEST_00560,1,1,1,1,1,1,1,1,1,1
TEST_00561,1,1,1,1,1,1,1,1,1,1
TEST_00562,1,1,1,1,1,1,1,1,1,1
TEST_00563,1,1,1,1,1,1,1,1,1,1
TEST_00564,1,1,1,1,1,1,1,1,1,1
TEST_00565,1,1,1,1,1,1,1,1,1,1
TEST_00566,1,1,1,1,1,1,1,1,1,1
TEST_00567,1,1,1,1,1,1,1,1,1,1
TEST_00568,1,1,1,1,1,1,1,1,1,1
TEST_00569,1,1,1,1,1,1,1,1,1,1
TEST_00570,1,1,1,1,1,1,1,1,1,1
TEST_00571,1,1,1,1,1,1,1,1,1,1
TEST_00572,1,1,1,1,1,1,1,1,1,1
TEST_00573,1,1,1,1,1,1,1,1,1,1
TEST_00574,1,1,1,1,1,1,1,1,1,1
TEST_00575,1,1,1,1,1,1,1,1,1,1
TEST_00576,1,1,1,1,1,1,1,1,1,1
TEST_00577,1,1,1,1,1,1,1,1,1,1
TEST_00578,1,1,1,1,1,1,1,1,1,1
TEST_00579,1,1,1,1,1,1,1,1,1,1
TEST_00580,1,1,1,1,1,1,1,1,1,1
TEST_00581,1,1,1,1,1,1,1,1,1,1
TEST_00582,1,1,1,1,1,1,1,1,1,1
TEST_00583,1,1,1,1,1,1,1,1,1,1
TEST_00584,1,1,1,1,1,1,1,1,1,1
TEST_00585,1,1,1,1,1,1,1,1,1,1
TEST_00586,1,1,1,1,1,1,1,1,1,1
TEST_00587,1,1,1,1,1,1,1,1,1,1
TEST_00588,1,1,1,1,1,1,1,1,1,1
TEST_00589,1,1,1,1,1,1,1,1,1,1
TEST_00590,1,1,1,1,1,1,1,1,1,1
TEST_00591,1,1,1,1,1,1,1,1,1,1
TEST_00592,1,1,1,1,1,1,1,1,1,1
TEST_00593,1,1,1,1,1,1,1,1,1,1
TEST_00594,1,1,1,1,1,1,1,1,1,1
TEST_00595,1,1,1,1,1,1,1,1,1,1
TEST_00596,1,1,1,1,1,1,1,1,1,1
TEST_00597,1,1,1,1,1,1,1,1,1,1
TEST_00598,1,1,1,1,1,1,1,1,1,1
TEST_00599,1,1,1,1,1,1,1,1,1,1
TEST_00600,1,1,1,1,1,1,1,1,1,1
TEST_00601,1,1,1,1,1,1,1,1,1,1
TEST_00602,1,1,1,1,1,1,1,1,1,1
TEST_00603,1,1,1,1,1,1,1,1,1,1
TEST_00604,1,1,1,1,1,1,1,1,1,1
TEST_00605,1,1,1,1,1,1,1,1,1,1
TEST_00606,1,1,1,1,1,1,1,1,1,1
TEST_00607,1,1,1,1,1,1,1,1,1,1
TEST_00608,1,1,1,1,1,1,1,1,1,1
TEST_00609,1,1,1,1,1,1,1,1,1,1
TEST_00610,1,1,1,1,1,1,1,1,1,1
TEST_00611,1,1,1,1,1,1,1,1,1,1
TEST_00612,1,1,1,1,1,1,1,1,1,1
TEST_00613,1,1,1,1,1,1,1,1,1,1
TEST_00614,1,1,1,1,1,1,1,1,1,1
TEST_00615,1,1,1,1,1,1,1,1,1,1
TEST_00616,1,1,1,1,1,1,1,1,1,1
TEST_00617,1,1,1,1,1,1,1,1,1,1
TEST_00618,1,1,1,1,1,1,1,1,1,1
TEST_00619,1,1,1,1,1,1,1,1,1,1
TEST_00620,1,1,1,1,1,1,1,1,1,1
TEST_00621,1,1,1,1,1,1,1,1,1,1
TEST_00622,1,1,1,1,1,1,1,1,1,1
TEST_00623,1,1,1,1,1,1,1,1,1,1
TEST_00624,1,1,1,1,1,1,1,1,1,1
TEST_00625,1,1,1,1,1,1,1,1,1,1
TEST_00626,1,1,1,1,1,1,1,1,1,1
TEST_00627,1,1,1,1,1,1,1,1,1,1
TEST_00628,1,1,1,1,1,1,1,1,1,1
TEST_00629,1,1,1,1,1,1,1,1,1,1
TEST_00630,1,1,1,1,1,1,1,1,1,1
TEST_00631,1,1,1,1,1,1,1,1,1,1
TEST_00632,1,1,1,1,1,1,1,1,1,1
TEST_00633,1,1,1,1,1,1,1,1,1,1
TEST_00634,1,1,1,1,1,1,1,1,1,1
TEST_00635,1,1,1,1,1,1,1,1,1,1
TEST_00636,1,1,1,1,1,1,1,1,1,1
TEST_00637,1,1,1,1,1,1,1,1,1,1
TEST_00638,1,1,1,1,1,1,1,1,1,1
TEST_00639,1,1,1,1,1,1,1,1,1,1
TEST_00640,1,1,1,1,1,1,1,1,1,1
TEST_00641,1,1,1,1,1,1,1,1,1,1
TEST_00642,1,1,1,1,1,1,1,1,1,1
TEST_00643,1,1,1,1,1,1,1,1,1,1
TEST_00644,1,1,1,1,1,1,1,1,1,1
TEST_00645,1,1,1,1,1,1,1,1,1,1
TEST_00646,1,1,1,1,1,1,1,1,1,1
TEST_00647,1,1,1,1,1,1,1,1,1,1
TEST_00648,1,1,1,1,1,1,1,1,1,1
TEST_00649,1,1,1,1,1,1,1,1,1,1
TEST_00650,1,1,1,1,1,1,1,1,1,1
TEST_00651,1,1,1,1,1,1,1,1,1,1
TEST_00652,1,1,1,1,1,1,1,1,1,1
TEST_00653,1,1,1,1,1,1,1,1,1,1
TEST_00654,1,1,1,1,1,1,1,1,1,1
TEST_00655,1,1,1,1,1,1,1,1,1,1
TEST_00656,1,1,1,1,1,1,1,1,1,1
TEST_00657,1,1,1,1,1,1,1,1,1,1
TEST_00658,1,1,1,1,1,1,1,1,1,1
TEST_00659,1,1,1,1,1,1,1,1,1,1
TEST_00660,1,1,1,1,1,1,1,1,1,1
TEST_00661,1,1,1,1,1,1,1,1,1,1
TEST_00662,1,1,1,1,1,1,1,1,1,1
TEST_00663,1,1,1,1,1,1,1,1,1,1
TEST_00664,1,1,1,1,1,1,1,1,1,1
TEST_00665,1,1,1,1,1,1,1,1,1,1
TEST_00666,1,1,1,1,1,1,1,1,1,1
TEST_00667,1,1,1,1,1,1,1,1,1,1
TEST_00668,1,1,1,1,1,1,1,1,1,1
TEST_00669,1,1,1,1,1,1,1,1,1,1
TEST_00670,1,1,1,1,1,1,1,1,1,1
TEST_00671,1,1,1,1,1,1,1,1,1,1
TEST_00672,1,1,1,1,1,1,1,1,1,1
TEST_00673,1,1,1,1,1,1,1,1,1,1
TEST_00674,1,1,1,1,1,1,1,1,1,1
TEST_00675,1,1,1,1,1,1,1,1,1,1
TEST_00676,1,1,1,1,1,1,1,1,1,1
TEST_00677,1,1,1,1,1,1,1,1,1,1
TEST_00678,1,1,1,1,1,1,1,1,1,1
TEST_00679,1,1,1,1,1,1,1,1,1,1
TEST_00680,1,1,1,1,1,1,1,1,1,1
TEST_00681,1,1,1,1,1,1,1,1,1,1
TEST_00682,1,1,1,1,1,1,1,1,1,1
TEST_00683,1,1,1,1,1,1,1,1,1,1
TEST_00684,1,1,1,1,1,1,1,1,1,1
TEST_00685,1,1,1,1,1,1,1,1,1,1
TEST_00686,1,1,1,1,1,1,1,1,1,1
TEST_00687,1,1,1,1,1,1,1,1,1,1
TEST_00688,1,1,1,1,1,1,1,1,1,1
TEST_00689,1,1,1,1,1,1,1,1,1,1
TEST_00690,1,1,1,1,1,1,1,1,1,1
TEST_00691,1,1,1,1,1,1,1,1,1,1
TEST_00692,1,1,1,1,1,1,1,1,1,1
TEST_00693,1,1,1,1,1,1,1,1,1,1
TEST_00694,1,1,1,1,1,1,1,1,1,1
TEST_00695,1,1,1,1,1,1,1,1,1,1
TEST_00696,1,1,1,1,1,1,1,1,1,1
TEST_00697,1,1,1,1,1,1,1,1,1,1
TEST_00698,1,1,1,1,1,1,1,1,1,1
TEST_00699,1,1,1,1,1,1,1,1,1,1
TEST_00700,1,1,1,1,1,1,1,1,1,1
TEST_00701,1,1,1,1,1,1,1,1,1,1
TEST_00702,1,1,1,1,1,1,1,1,1,1
TEST_00703,1,1,1,1,1,1,1,1,1,1
TEST_00704,1,1,1,1,1,1,1,1,1,1
TEST_00705,1,1,1,1,1,1,1,1,1,1
TEST_00706,1,1,1,1,1,1,1,1,1,1
TEST_00707,1,1,1,1,1,1,1,1,1,1
TEST_00708,1,1,1,1,1,1,1,1,1,1
TEST_00709,1,1,1,1,1,1,1,1,1,1
TEST_00710,1,1,1,1,1,1,1,1,1,1
TEST_00711,1,1,1,1,1,1,1,1,1,1
TEST_00712,1,1,1,1,1,1,1,1,1,1
TEST_00713,1,1,1,1,1,1,1,1,1,1
TEST_00714,1,1,1,1,1,1,1,1,1,1
TEST_00715,1,1,1,1,1,1,1,1,1,1
TEST_00716,1,1,1,1,1,1,1,1,1,1
TEST_00717,1,1,1,1,1,1,1,1,1,1
TEST_00718,1,1,1,1,1,1,1,1,1,1
TEST_00719,1,1,1,1,1,1,1,1,1,1
TEST_00720,1,1,1,1,1,1,1,1,1,1
TEST_00721,1,1,1,1,1,1,1,1,1,1
TEST_00722,1,1,1,1,1,1,1,1,1,1
TEST_00723,1,1,1,1,1,1,1,1,1,1
TEST_00724,1,1,1,1,1,1,1,1,1,1
TEST_00725,1,1,1,1,1,1,1,1,1,1
TEST_00726,1,1,1,1,1,1,1,1,1,1
TEST_00727,1,1,1,1,1,1,1,1,1,1
TEST_00728,1,1,1,1,1,1,1,1,1,1
TEST_00729,1,1,1,1,1,1,1,1,1,1
TEST_00730,1,1,1,1,1,1,1,1,1,1
TEST_00731,1,1,1,1,1,1,1,1,1,1
TEST_00732,1,1,1,1,1,1,1,1,1,1
TEST_00733,1,1,1,1,1,1,1,1,1,1
TEST_00734,1,1,1,1,1,1,1,1,1,1
TEST_00735,1,1,1,1,1,1,1,1,1,1
TEST_00736,1,1,1,1,1,1,1,1,1,1
TEST_00737,1,1,1,1,1,1,1,1,1,1
TEST_00738,1,1,1,1,1,1,1,1,1,1
TEST_00739,1,1,1,1,1,1,1,1,1,1
TEST_00740,1,1,1,1,1,1,1,1,1,1
TEST_00741,1,1,1,1,1,1,1,1,1,1
TEST_00742,1,1,1,1,1,1,1,1,1,1
TEST_00743,1,1,1,1,1,1,1,1,1,1
TEST_00744,1,1,1,1,1,1,1,1,1,1
TEST_00745,1,1,1,1,1,1,1,1,1,1
TEST_00746,1,1,1,1,1,1,1,1,1,1
TEST_00747,1,1,1,1,1,1,1,1,1,1
TEST_00748,1,1,1,1,1,1,1,1,1,1
TEST_00749,1,1,1,1,1,1,1,1,1,1
TEST_00750,1,1,1,1,1,1,1,1,1,1
TEST_00751,1,1,1,1,1,1,1,1,1,1
TEST_00752,1,1,1,1,1,1,1,1,1,1
TEST_00753,1,1,1,1,1,1,1,1,1,1
TEST_00754,1,1,1,1,1,1,1,1,1,1
TEST_00755,1,1,1,1,1,1,1,1,1,1
TEST_00756,1,1,1,1,1,1,1,1,1,1
TEST_00757,1,1,1,1,1,1,1,1,1,1
TEST_00758,1,1,1,1,1,1,1,1,1,1
TEST_00759,1,1,1,1,1,1,1,1,1,1
TEST_00760,1,1,1,1,1,1,1,1,1,1
TEST_00761,1,1,1,1,1,1,1,1,1,1
TEST_00762,1,1,1,1,1,1,1,1,1,1
TEST_00763,1,1,1,1,1,1,1,1,1,1
TEST_00764,1,1,1,1,1,1,1,1,1,1
TEST_00765,1,1,1,1,1,1,1,1,1,1
TEST_00766,1,1,1,1,1,1,1,1,1,1
TEST_00767,1,1,1,1,1,1,1,1,1,1
TEST_00768,1,1,1,1,1,1,1,1,1,1
TEST_00769,1,1,1,1,1,1,1,1,1,1
TEST_00770,1,1,1,1,1,1,1,1,1,1
TEST_00771,1,1,1,1,1,1,1,1,1,1
TEST_00772,1,1,1,1,1,1,1,1,1,1
TEST_00773,1,1,1,1,1,1,1,1,1,1
TEST_00774,1,1,1,1,1,1,1,1,1,1
TEST_00775,1,1,1,1,1,1,1,1,1,1
TEST_00776,1,1,1,1,1,1,1,1,1,1
TEST_00777,1,1,1,1,1,1,1,1,1,1
TEST_00778,1,1,1,1,1,1,1,1,1,1
TEST_00779,1,1,1,1,1,1,1,1,1,1
TEST_00780,1,1,1,1,1,1,1,1,1,1
TEST_00781,1,1,1,1,1,1,1,1,1,1
TEST_00782,1,1,1,1,1,1,1,1,1,1
TEST_00783,1,1,1,1,1,1,1,1,1,1
TEST_00784,1,1,1,1,1,1,1,1,1,1
TEST_00785,1,1,1,1,1,1,1,1,1,1
TEST_00786,1,1,1,1,1,1,1,1,1,1
TEST_00787,1,1,1,1,1,1,1,1,1,1
TEST_00788,1,1,1,1,1,1,1,1,1,1
TEST_00789,1,1,1,1,1,1,1,1,1,1
TEST_00790,1,1,1,1,1,1,1,1,1,1
TEST_00791,1,1,1,1,1,1,1,1,1,1
TEST_00792,1,1,1,1,1,1,1,1,1,1
TEST_00793,1,1,1,1,1,1,1,1,1,1
TEST_00794,1,1,1,1,1,1,1,1,1,1
TEST_00795,1,1,1,1,1,1,1,1,1,1
TEST_00796,1,1,1,1,1,1,1,1,1,1
TEST_00797,1,1,1,1,1,1,1,1,1,1
TEST_00798,1,1,1,1,1,1,1,1,1,1
TEST_00799,1,1,1,1,1,1,1,1,1,1
TEST_00800,1,1,1,1,1,1,1,1,1,1
TEST_00801,1,1,1,1,1,1,1,1,1,1
TEST_00802,1,1,1,1,1,1,1,1,1,1
TEST_00803,1,1,1,1,1,1,1,1,1,1
TEST_00804,1,1,1,1,1,1,1,1,1,1
TEST_00805,1,1,1,1,1,1,1,1,1,1
TEST_00806,1,1,1,1,1,1,1,1,1,1
TEST_00807,1,1,1,1,1,1,1,1,1,1
TEST_00808,1,1,1,1,1,1,1,1,1,1
TEST_00809,1,1,1,1,1,1,1,1,1,1
TEST_00810,1,1,1,1,1,1,1,1,1,1
TEST_00811,1,1,1,1,1,1,1,1,1,1
TEST_00812,1,1,1,1,1,1,1,1,1,1
TEST_00813,1,1,1,1,1,1,1,1,1,1
TEST_00814,1,1,1,1,1,1,1,1,1,1
TEST_00815,1,1,1,1,1,1,1,1,1,1
TEST_00816,1,1,1,1,1,1,1,1,1,1
TEST_00817,1,1,1,1,1,1,1,1,1,1
TEST_00818,1,1,1,1,1,1,1,1,1,1
TEST_00819,1,1,1,1,1,1,1,1,1,1
TEST_00820,1,1,1,1,1,1,1,1,1,1
TEST_00821,1,1,1,1,1,1,1,1,1,1
TEST_00822,1,1,1,1,1,1,1,1,1,1
TEST_00823,1,1,1,1,1,1,1,1,1,1
TEST_00824,1,1,1,1,1,1,1,1,1,1
TEST_00825,1,1,1,1,1,1,1,1,1,1
TEST_00826,1,1,1,1,1,1,1,1,1,1
TEST_00827,1,1,1,1,1,1,1,1,1,1
TEST_00828,1,1,1,1,1,1,1,1,1,1
TEST_00829,1,1,1,1,1,1,1,1,1,1
TEST_00830,1,1,1,1,1,1,1,1,1,1
TEST_00831,1,1,1,1,1,1,1,1,1,1
TEST_00832,1,1,1,1,1,1,1,1,1,1
TEST_00833,1,1,1,1,1,1,1,1,1,1
TEST_00834,1,1,1,1,1,1,1,1,1,1
TEST_00835,1,1,1,1,1,1,1,1,1,1
TEST_00836,1,1,1,1,1,1,1,1,1,1
TEST_00837,1,1,1,1,1,1,1,1,1,1
TEST_00838,1,1,1,1,1,1,1,1,1,1
TEST_00839,1,1,1,1,1,1,1,1,1,1
TEST_00840,1,1,1,1,1,1,1,1,1,1
TEST_00841,1,1,1,1,1,1,1,1,1,1
TEST_00842,1,1,1,1,1,1,1,1,1,1
TEST_00843,1,1,1,1,1,1,1,1,1,1
TEST_00844,1,1,1,1,1,1,1,1,1,1
TEST_00845,1,1,1,1,1,1,1,1,1,1
TEST_00846,1,1,1,1,1,1,1,1,1,1
TEST_00847,1,1,1,1,1,1,1,1,1,1
TEST_00848,1,1,1,1,1,1,1,1,1,1
TEST_00849,1,1,1,1,1,1,1,1,1,1
TEST_00850,1,1,1,1,1,1,1,1,1,1
TEST_00851,1,1,1,1,1,1,1,1,1,1
TEST_00852,1,1,1,1,1,1,1,1,1,1
TEST_00853,1,1,1,1,1,1,1,1,1,1
TEST_00854,1,1,1,1,1,1,1,1,1,1
TEST_00855,1,1,1,1,1,1,1,1,1,1
TEST_00856,1,1,1,1,1,1,1,1,1,1
TEST_00857,1,1,1,1,1,1,1,1,1,1
TEST_00858,1,1,1,1,1,1,1,1,1,1
TEST_00859,1,1,1,1,1,1,1,1,1,1
TEST_00860,1,1,1,1,1,1,1,1,1,1
TEST_00861,1,1,1,1,1,1,1,1,1,1
TEST_00862,1,1,1,1,1,1,1,1,1,1
TEST_00863,1,1,1,1,1,1,1,1,1,1
TEST_00864,1,1,1,1,1,1,1,1,1,1
TEST_00865,1,1,1,1,1,1,1,1,1,1
TEST_00866,1,1,1,1,1,1,1,1,1,1
TEST_00867,1,1,1,1,1,1,1,1,1,1
TEST_00868,1,1,1,1,1,1,1,1,1,1
TEST_00869,1,1,1,1,1,1,1,1,1,1
TEST_00870,1,1,1,1,1,1,1,1,1,1
TEST_00871,1,1,1,1,1,1,1,1,1,1
TEST_00872,1,1,1,1,1,1,1,1,1,1
TEST_00873,1,1,1,1,1,1,1,1,1,1
TEST_00874,1,1,1,1,1,1,1,1,1,1
TEST_00875,1,1,1,1,1,1,1,1,1,1
TEST_00876,1,1,1,1,1,1,1,1,1,1
TEST_00877,1,1,1,1,1,1,1,1,1,1
TEST_00878,1,1,1,1,1,1,1,1,1,1
TEST_00879,1,1,1,1,1,1,1,1,1,1
TEST_00880,1,1,1,1,1,1,1,1,1,1
TEST_00881,1,1,1,1,1,1,1,1,1,1
TEST_00882,1,1,1,1,1,1,1,1,1,1
TEST_00883,1,1,1,1,1,1,1,1,1,1
TEST_00884,1,1,1,1,1,1,1,1,1,1
TEST_00885,1,1,1,1,1,1,1,1,1,1
TEST_00886,1,1,1,1,1,1,1,1,1,1
TEST_00887,1,1,1,1,1,1,1,1,1,1
TEST_00888,1,1,1,1,1,1,1,1,1,1
TEST_00889,1,1,1,1,1,1,1,1,1,1
TEST_00890,1,1,1,1,1,1,1,1,1,1
TEST_00891,1,1,1,1,1,1,1,1,1,1
TEST_00892,1,1,1,1,1,1,1,1,1,1
TEST_00893,1,1,1,1,1,1,1,1,1,1
TEST_00894,1,1,1,1,1,1,1,1,1,1
TEST_00895,1,1,1,1,1,1,1,1,1,1
TEST_00896,1,1,1,1,1,1,1,1,1,1
TEST_00897,1,1,1,1,1,1,1,1,1,1
TEST_00898,1,1,1,1,1,1,1,1,1,1
TEST_00899,1,1,1,1,1,1,1,1,1,1
TEST_00900,1,1,1,1,1,1,1,1,1,1
TEST_00901,1,1,1,1,1,1,1,1,1,1
TEST_00902,1,1,1,1,1,1,1,1,1,1
TEST_00903,1,1,1,1,1,1,1,1,1,1
TEST_00904,1,1,1,1,1,1,1,1,1,1
TEST_00905,1,1,1,1,1,1,1,1,1,1
TEST_00906,1,1,1,1,1,1,1,1,1,1
TEST_00907,1,1,1,1,1,1,1,1,1,1
TEST_00908,1,1,1,1,1,1,1,1,1,1
TEST_00909,1,1,1,1,1,1,1,1,1,1
TEST_00910,1,1,1,1,1,1,1,1,1,1
TEST_00911,1,1,1,1,1,1,1,1,1,1
TEST_00912,1,1,1,1,1,1,1,1,1,1
TEST_00913,1,1,1,1,1,1,1,1,1,1
TEST_00914,1,1,1,1,1,1,1,1,1,1
TEST_00915,1,1,1,1,1,1,1,1,1,1
TEST_00916,1,1,1,1,1,1,1,1,1,1
TEST_00917,1,1,1,1,1,1,1,1,1,1
TEST_00918,1,1,1,1,1,1,1,1,1,1
TEST_00919,1,1,1,1,1,1,1,1,1,1
TEST_00920,1,1,1,1,1,1,1,1,1,1
TEST_00921,1,1,1,1,1,1,1,1,1,1
TEST_00922,1,1,1,1,1,1,1,1,1,1
TEST_00923,1,1,1,1,1,1,1,1,1,1
TEST_00924,1,1,1,1,1,1,1,1,1,1
TEST_00925,1,1,1,1,1,1,1,1,1,1
TEST_00926,1,1,1,1,1,1,1,1,1,1
TEST_00927,1,1,1,1,1,1,1,1,1,1
TEST_00928,1,1,1,1,1,1,1,1,1,1
TEST_00929,1,1,1,1,1,1,1,1,1,1
TEST_00930,1,1,1,1,1,1,1,1,1,1
TEST_00931,1,1,1,1,1,1,1,1,1,1
TEST_00932,1,1,1,1,1,1,1,1,1,1
TEST_00933,1,1,1,1,1,1,1,1,1,1
TEST_00934,1,1,1,1,1,1,1,1,1,1
TEST_00935,1,1,1,1,1,1,1,1,1,1
TEST_00936,1,1,1,1,1,1,1,1,1,1
TEST_00937,1,1,1,1,1,1,1,1,1,1
TEST_00938,1,1,1,1,1,1,1,1,1,1
TEST_00939,1,1,1,1,1,1,1,1,1,1
TEST_00940,1,1,1,1,1,1,1,1,1,1
TEST_00941,1,1,1,1,1,1,1,1,1,1
TEST_00942,1,1,1,1,1,1,1,1,1,1
TEST_00943,1,1,1,1,1,1,1,1,1,1
TEST_00944,1,1,1,1,1,1,1,1,1,1
TEST_00945,1,1,1,1,1,1,1,1,1,1
TEST_00946,1,1,1,1,1,1,1,1,1,1
TEST_00947,1,1,1,1,1,1,1,1,1,1
TEST_00948,1,1,1,1,1,1,1,1,1,1
TEST_00949,1,1,1,1,1,1,1,1,1,1
TEST_00950,1,1,1,1,1,1,1,1,1,1
TEST_00951,1,1,1,1,1,1,1,1,1,1
TEST_00952,1,1,1,1,1,1,1,1,1,1
TEST_00953,1,1,1,1,1,1,1,1,1,1
TEST_00954,1,1,1,1,1,1,1,1,1,1
TEST_00955,1,1,1,1,1,1,1,1,1,1
TEST_00956,1,1,1,1,1,1,1,1,1,1
TEST_00957,1,1,1,1,1,1,1,1,1,1
TEST_00958,1,1,1,1,1,1,1,1,1,1
TEST_00959,1,1,1,1,1,1,1,1,1,1
TEST_00960,1,1,1,1,1,1,1,1,1,1
TEST_00961,1,1,1,1,1,1,1,1,1,1
TEST_00962,1,1,1,1,1,1,1,1,1,1
TEST_00963,1,1,1,1,1,1,1,1,1,1
TEST_00964,1,1,1,1,1,1,1,1,1,1
TEST_00965,1,1,1,1,1,1,1,1,1,1
TEST_00966,1,1,1,1,1,1,1,1,1,1
TEST_00967,1,1,1,1,1,1,1,1,1,1
TEST_00968,1,1,1,1,1,1,1,1,1,1
TEST_00969,1,1,1,1,1,1,1,1,1,1
TEST_00970,1,1,1,1,1,1,1,1,1,1
TEST_00971,1,1,1,1,1,1,1,1,1,1
TEST_00972,1,1,1,1,1,1,1,1,1,1
TEST_00973,1,1,1,1,1,1,1,1,1,1
TEST_00974,1,1,1,1,1,1,1,1,1,1
TEST_00975,1,1,1,1,1,1,1,1,1,1
TEST_00976,1,1,1,1,1,1,1,1,1,1
TEST_00977,1,1,1,1,1,1,1,1,1,1
TEST_00978,1,1,1,1,1,1,1,1,1,1
TEST_00979,1,1,1,1,1,1,1,1,1,1
TEST_00980,1,1,1,1,1,1,1,1,1,1
TEST_00981,1,1,1,1,1,1,1,1,1,1
TEST_00982,1,1,1,1,1,1,1,1,1,1
TEST_00983,1,1,1,1,1,1,1,1,1,1
TEST_00984,1,1,1,1,1,1,1,1,1,1
TEST_00985,1,1,1,1,1,1,1,1,1,1
TEST_00986,1,1,1,1,1,1,1,1,1,1
TEST_00987,1,1,1,1,1,1,1,1,1,1
TEST_00988,1,1,1,1,1,1,1,1,1,1
TEST_00989,1,1,1,1,1,1,1,1,1,1
TEST_00990,1,1,1,1,1,1,1,1,1,1
TEST_00991,1,1,1,1,1,1,1,1,1,1
TEST_00992,1,1,1,1,1,1,1,1,1,1
TEST_00993,1,1,1,1,1,1,1,1,1,1
TEST_00994,1,1,1,1,1,1,1,1,1,1
TEST_00995,1,1,1,1,1,1,1,1,1,1
TEST_00996,1,1,1,1,1,1,1,1,1,1
TEST_00997,1,1,1,1,1,1,1,1,1,1
TEST_00998,1,1,1,1,1,1,1,1,1,1
TEST_00999,1,1,1,1,1,1,1,1,1,1
TEST_01000,1,1,1,1,1,1,1,1,1,1
TEST_01001,1,1,1,1,1,1,1,1,1,1
TEST_01002,1,1,1,1,1,1,1,1,1,1
TEST_01003,1,1,1,1,1,1,1,1,1,1
TEST_01004,1,1,1,1,1,1,1,1,1,1
TEST_01005,1,1,1,1,1,1,1,1,1,1
TEST_01006,1,1,1,1,1,1,1,1,1,1
TEST_01007,1,1,1,1,1,1,1,1,1,1
TEST_01008,1,1,1,1,1,1,1,1,1,1
TEST_01009,1,1,1,1,1,1,1,1,1,1
TEST_01010,1,1,1,1,1,1,1,1,1,1
TEST_01011,1,1,1,1,1,1,1,1,1,1
TEST_01012,1,1,1,1,1,1,1,1,1,1
TEST_01013,1,1,1,1,1,1,1,1,1,1
TEST_01014,1,1,1,1,1,1,1,1,1,1
TEST_01015,1,1,1,1,1,1,1,1,1,1
TEST_01016,1,1,1,1,1,1,1,1,1,1
TEST_01017,1,1,1,1,1,1,1,1,1,1
TEST_01018,1,1,1,1,1,1,1,1,1,1
TEST_01019,1,1,1,1,1,1,1,1,1,1
TEST_01020,1,1,1,1,1,1,1,1,1,1
TEST_01021,1,1,1,1,1,1,1,1,1,1
TEST_01022,1,1,1,1,1,1,1,1,1,1
TEST_01023,1,1,1,1,1,1,1,1,1,1
TEST_01024,1,1,1,1,1,1,1,1,1,1
TEST_01025,1,1,1,1,1,1,1,1,1,1
TEST_01026,1,1,1,1,1,1,1,1,1,1
TEST_01027,1,1,1,1,1,1,1,1,1,1
TEST_01028,1,1,1,1,1,1,1,1,1,1
TEST_01029,1,1,1,1,1,1,1,1,1,1
TEST_01030,1,1,1,1,1,1,1,1,1,1
TEST_01031,1,1,1,1,1,1,1,1,1,1
TEST_01032,1,1,1,1,1,1,1,1,1,1
